879,Trupe,45 American Ash Point,Washington,District of Columbia,20540
880,Muxo,351 Lukken Place,Washington,District of Columbia,20099
881,Zoovu,1 Goodland Drive,Louisville,Kentucky,40225
882,Devshare,0 Raven Avenue,Omaha,Nebraska,68124
883,Skyvu,173 Springs Junction,Lincoln,Nebraska,68517
884,Voomm,04 Loftsgordon Park,Dallas,Texas,75379
885,Thoughtblab,75713 Wayridge Hill,Roanoke,Virginia,24034
886,Vidoo,17038 Spenser Crossing,Minneapolis,Minnesota,55480
887,Jetpulse,31 Killdeer Way,Washington,District of Columbia,20337
888,Cogibox,7 Linden Drive,Kansas City,Missouri,64199
889,Thoughtmix,39667 Doe Crossing Plaza,Houston,Texas,77050
890,Wikivu,60 Lotheville Hill,Evansville,Indiana,47747
891,Brainverse,4314 Meadow Vale Parkway,Fairfield,Connecticut,6825
892,InnoZ,7695 Waxwing Plaza,Oklahoma City,Oklahoma,73179
893,Realcube,64 Portage Avenue,Knoxville,Tennessee,37939
894,Yodel,700 Fairfield Plaza,Albany,New York,12242
895,Divavu,18969 Alpine Street,Houston,Texas,77299
896,Skynoodle,43067 Esker Crossing,Madison,Wisconsin,53705
897,Blogpad,073 Garrison Pass,Farmington,Michigan,48335
898,Babbleblab,2327 Haas Plaza,Silver Spring,Maryland,20918
899,Realbridge,80174 Hermina Street,Fort Worth,Texas,76178
900,Brainbox,17780 Hagan Trail,Waterloo,Iowa,50706
901,Divape,8980 Holy Cross Lane,Ann Arbor,Michigan,48107
902,Babbleblab,670 Dexter Lane,Fort Lauderdale,Florida,33345
903,Vidoo,10 Beilfuss Pass,Greensboro,North Carolina,27415
904,Topdrive,78461 Summerview Way,Baltimore,Maryland,21229
905,Wordify,05920 Gale Road,Scottsdale,Arizona,85260
906,Wordtune,33 Browning Trail,Topeka,Kansas,66667
907,Rhyloo,87033 Carpenter Park,Sacramento,California,95828
908,Plambee,9 Johnson Hill,Orlando,Florida,32835
909,Kayveo,804 Park Meadow Center,San Antonio,Texas,78210
910,Meejo,0928 Sugar Drive,Lubbock,Texas,79415
911,Meejo,6580 Brentwood Avenue,Salinas,California,93907
912,Wordware,7 Golf Lane,Madison,Wisconsin,53716
913,Edgeblab,67896 Barby Trail,Washington,District of Columbia,20436
914,Feedbug,4329 Morning Circle,Trenton,New Jersey,8603
915,Bubblebox,71 Glacier Hill Lane,Miami,Florida,33169
916,Mita,42585 Moose Drive,Minneapolis,Minnesota,55448
917,Thoughtbridge,0 Melody Road,San Jose,California,95150
918,Buzzbean,0 Hansons Center,New York City,New York,10105
919,Aimbo,45861 Schlimgen Center,Indianapolis,Indiana,46226
920,Oyondu,45 Thierer Crossing,Chicago,Illinois,60681
921,Twitterwire,2896 Clemons Junction,Lincoln,Nebraska,68583
922,Mycat,9 Valley Edge Parkway,Gastonia,North Carolina,28055
923,Trunyx,9565 Forster Place,San Antonio,Texas,78235
924,Dabjam,648 Fisk Drive,Pittsburgh,Pennsylvania,15279
925,Layo,7129 Sunbrook Center,Fort Lauderdale,Florida,33355
926,Innotype,4914 Anzinger Lane,Carlsbad,California,92013
927,Brainverse,38 North Junction,Akron,Ohio,44321
928,Babblestorm,9 Village Park,Cleveland,Ohio,44118
929,Centimia,0492 Comanche Park,Albany,New York,12242
930,Wordify,29080 Corben Plaza,Springfield,Illinois,62756
931,Flashdog,7907 Drewry Junction,Lawrenceville,Georgia,30245
932,Meeveo,809 Upham Pass,Terre Haute,Indiana,47812
933,Tanoodle,7 Drewry Place,Long Beach,California,90810
934,Flashset,38471 Eastlawn Park,Jamaica,New York,11470
935,Bubblebox,871 Green Ridge Plaza,Miami,Florida,33124
936,Jaxspan,8 Stephen Hill,Washington,District of Columbia,20215
937,Lazz,84 Killdeer Lane,Colorado Springs,Colorado,80910
938,Yambee,36134 Harper Pass,Fort Worth,Texas,76121
939,Gigabox,56757 Acker Trail,Sterling,Virginia,20167
940,Twitterbeat,2886 Sachtjen Parkway,Dallas,Texas,75367
941,Innotype,8334 Parkside Point,Minneapolis,Minnesota,55487
942,Divanoodle,18997 Fisk Hill,Albuquerque,New Mexico,87180
943,Bluejam,2 Rockefeller Place,San Diego,California,92191
944,Zazio,96 Messerschmidt Terrace,Erie,Pennsylvania,16510
945,Voonder,868 Union Road,Chicago,Illinois,60641
946,Devbug,3961 Waxwing Alley,Melbourne,Florida,32919
947,Minyx,3630 2nd Circle,Raleigh,North Carolina,27610
948,InnoZ,8 Cody Hill,Louisville,Kentucky,40298
949,Einti,632 Nova Hill,Anchorage,Alaska,99517
950,Twiyo,73362 Lake View Lane,Tallahassee,Florida,32399
951,Ooba,9664 Ryan Plaza,Beaufort,South Carolina,29905
952,Gigabox,8299 Hansons Crossing,Denver,Colorado,80291
953,Realbuzz,42 Jay Trail,Albuquerque,New Mexico,87140
954,Centimia,34394 8th Street,Fort Wayne,Indiana,46862
955,Feedbug,347 Graceland Alley,Meridian,Mississippi,39305
956,Yotz,36772 Fisk Place,Evansville,Indiana,47719
957,Teklist,21 Cordelia Parkway,El Paso,Texas,88569
958,Pixope,644 Arizona Hill,Athens,Georgia,30610
959,Jaxbean,04681 Memorial Plaza,El Paso,Texas,79950
960,Zoozzy,4418 Surrey Avenue,Orlando,Florida,32803
961,Gabspot,7786 Dottie Lane,Boston,Massachusetts,2104
962,Oozz,4 Corry Circle,Dallas,Texas,75231
963,Thoughtmix,95686 Fisk Pass,Amarillo,Texas,79105
964,Gigashots,0 Jenna Place,Washington,District of Columbia,20397
965,Skipfire,68 Merry Way,Philadelphia,Pennsylvania,19125
966,Yadel,29226 Helena Lane,San Diego,California,92127
967,Thoughtstorm,189 American Hill,Houston,Texas,77085
968,Voonyx,719 Kings Place,Washington,District of Columbia,20260
969,Ozu,99633 Everett Court,Washington,District of Columbia,20436
970,Tazz,54 Brickson Park Plaza,Atlanta,Georgia,30386
971,Roomm,1272 John Wall Pass,Portsmouth,New Hampshire,3804
972,Abatz,4 Golf Avenue,Des Moines,Iowa,50315
973,Brainlounge,4047 Pepper Wood Terrace,Washington,District of Columbia,20268
974,Rooxo,380 Corry Court,Roanoke,Virginia,24024
975,Rhyzio,4 Loomis Street,Virginia Beach,Virginia,23454
976,Voonte,4299 Village Green Center,Racine,Wisconsin,53405
977,Mydeo,254 Waywood Circle,Valdosta,Georgia,31605
978,Quimm,60212 Elgar Crossing,Birmingham,Alabama,35242
979,Livefish,8793 Becker Junction,Saint Paul,Minnesota,55146
980,Avamm,4 Onsgard Avenue,Chicago,Illinois,60691
981,Oyondu,380 Red Cloud Lane,Pittsburgh,Pennsylvania,15255
982,Camido,3 Welch Hill,Greensboro,North Carolina,27409
983,Quimba,23448 Farragut Crossing,Los Angeles,California,90005
984,Skilith,7 Bartelt Hill,Boston,Massachusetts,2114
985,Photobean,4176 Hooker Drive,Fairbanks,Alaska,99709
986,Topdrive,376 Larry Circle,Oklahoma City,Oklahoma,73135
987,Thoughtsphere,412 Golf Point,Lakeland,Florida,33811
988,Roombo,5 Twin Pines Way,New York City,New York,10249
989,Yambee,2 Waxwing Trail,Sunnyvale,California,94089
990,Dynabox,1 Drewry Center,Salt Lake City,Utah,84199
991,Jabberstorm,469 Sunnyside Parkway,Houston,Texas,77234
992,Pixonyx,156 Upham Court,Galveston,Texas,77554
993,Jetwire,6421 Heffernan Park,Trenton,New Jersey,8650
994,Wikivu,7 Arapahoe Court,Wilkes Barre,Pennsylvania,18706
995,Muxo,6 Bellgrove Trail,Pensacola,Florida,32575
996,Eadel,734 Northfield Road,Pittsburgh,Pennsylvania,15266
997,LiveZ,5 Main Crossing,Rochester,New York,14639
998,Quinu,2 7th Avenue,Seattle,Washington,98166
999,Edgepulse,70 Golf Hill,Los Angeles,California,90060
1000,Jabbersphere,77462 Mayfield Road,Los Angeles,California,90076
